"OC","bedCount","revenue1","salescost1","sga1","salary1","noi1","noe1","interest1","ctax1","profit1","liquidAsset1","quickAsset1","receivableS1","inventoryAsset1","nonCAsset1","tanAsset1","OnonCAsset1","receivableL1","debt1","surplus1","revenue2","salescost2","sga2","salary2","noi2","noe2","interest2","ctax2","profit2","liquidAsset2","quickAsset2","receivableS2","inventoryAsset2","nonCAsset2","tanAsset2","OnonCAsset2","receivableL2","debt2","surplus2","employee1","employee2","ownerChange"
"open",255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,244,"same"
"open",14,4639142118,0,4152333613,2434251548,20861577,301129796,97144021,8881100,197659186,1296812887,1292956887,455873903,3856000,3441707066,2965507546,476193520,0,3573312133,0,3988966779,0,3846940201,2293759798,19899552,64731681,50845571,8931160,88263289,667617695,663659695,424719029,3958000,3553309128,3093076128,460227000,0,3253378189,0,43,43,"same"
"open",180,4629581758,0,4454414584,2225947670,50483183,165494312,108300237,107720,60048325,875327728,875327728,728829250,0,11042970068,10979210068,53200000,0,4298669054,0,4614369739,0,4405353878,2260530325,62115874,216112580,125215984,236170,54782985,875982385,875982385,785366070,0,11076796517,11010396517,53200000,0,4393198485,7559580417,73,75,"change"
"open",193,9e+06,0,4070430,0,0,0,0,0,4929570,235340,235340,235340,0,339411005,339411005,0,0,0,0,1454544,0,4070430,0,0,0,0,0,-2615886,476500,476500,476500,0,343481435,343481435,0,0,0,0,211,187,"change"
"open",339,62119468063,0,61961288974,31038578546,2351451268,207654215,19451740,239284900,2062691242,34554286094,33657227071,296239299,897059023,27308429271,23131276536,4177152735,0,19102090043,109305447,60862613021,0,58290961684,29681246275,3001145594,1958862922,12117362,365454050,3248479959,34310061979,33333700634,16342538605,976361345,23463619279,23079057659,384561620,0,17075747178,109305447,575,540,"same"
"open",24,4271967414,705092247,3602863730,2619078640,163060439,162997002,163614,11538090,-47463216,1087581285,991476994,582042687,96104291,10881052682,10803514882,23537800,0,1790009782,0,4267219800,755675328,3368545504,2346229480,143331085,183705065,616541,12204890,90420098,1085092264,1016356658,645008347,68735606,11038110063,10972572263,23537800,0,1897114926,0,44,45,"same"
"open",137,2619102276,0,2522123535,1499649768,29118,75853884,73453884,0,21153975,885808063,835543016,535231390,50265047,5304495636,5294395636,10100000,0,2504671389,1079232310,2334523080,0,2226969023,1281907837,1336040692,30206542,25023182,0,1413388207,659596127,608299253,303824831,51296874,5283019636,5272919636,10100000,0,1063537428,1058078335,42,42,"same"
"open",24,787656250,0,716005805,343902800,7939,22481207,22481207,1303520,47873657,68757088,68757088,59780980,0,1142391871,1112391871,3e+07,0,512383936,0,755667749,0,709368944,280342000,14797,20243065,20243065,1053320,25017217,54579831,54579831,46709070,0,1209114429,1179114429,3e+07,0,1130002894,0,9,9,"change"
"open",143,3482731707,152412981,3172634217,1644365564,55469675,190357874,79841079,0,22796310,830036676,816094106,479762133,13942570,3956506429,3861961475,24200000,0,2327395560,0,3358097211,142100205,3162317135,1543229647,62730014,81500965,80975939,0,34908920,777955614,770797994,489101280,7157620,3820544690,3731984178,37696000,0,2162149069,0,50,50,"same"
"open",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,89,"same"
"open",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"open",154,8834885882,252471989,6669097337,4367992700,77818626,1912073772,70877787,17324330,61737080,3562733104,3541150515,11469688,21582589,3043794830,2843348430,200446400,0,5000456151,576137783,8628820705,201637113,6296045200,3988666060,62149732,2125388927,75075350,22862750,45036447,3679680145,3664565357,0,15114788,3157047875,2958801475,198246400,0,5266365967,540428053,177,166,"same"
"open",247,21805125517,0,22246850049,12141758290,269020614,158833018,106981268,0,-331536936,0,0,0,0,0,0,0,0,0,0,21176869736,0,21203992533,11288762475,234337670,163959827,116732472,3943370,39311676,0,0,0,0,0,0,0,0,0,0,1,1,"same"
"close",0,7162790357,875894383,5387361747,2654961482,76357947,312188211,289749590,0,663703963,0,0,0,0,0,0,0,0,0,0,5061719833,649215654,4617804424,2086793510,137085864,1289228510,439264394,0,-1357442891,0,0,0,0,0,0,0,0,0,0,79,70,"same"
"open",4,7162790357,875894383,5387361747,2654961482,76357947,312188211,289749590,0,663703963,0,0,0,0,0,0,0,0,0,0,5061719833,649215654,4617804424,2086793510,137085864,1289228510,439264394,0,-1357442891,0,0,0,0,0,0,0,0,0,0,79,70,"same"
"open",39,3007768517,1197756081,2258240148,1775322200,611489427,52796570,52076570,0,110465145,944324749,806513466,478239231,137811283,2105344294,1999415782,100700000,0,1898374697,359919226,2890535680,1210111803,2202888922,1781860480,672171687,54856125,51537693,0,94850517,793080384,738184384,517202447,54896000,2107922280,2001993768,100700000,0,1883430094,226197450,NA,NA,NA
"open",0,11981613146,0,10778762060,5889179684,270936463,35747361,25169421,358826341,1079213847,7137712327,7133299827,1382799526,0,8263375004,8261381194,1993810,0,2961595179,0,11964446099,0,10179835447,5742172446,256737920,37063030,30517760,418081440,1586204102,6690253728,6684753949,1430742782,0,7945161978,7939121978,6040000,0,3275137401,0,153,153,"same"
"open",40,3279694180,177914503,2569054545,1508745107,132188702,224305160,118211730,139778125,300830549,0,0,0,0,0,0,0,0,0,0,2916648492,256858424,2272856304,1265662945,89762165,115391267,115086587,3847195,357457467,0,0,0,0,0,0,0,0,0,0,42,33,"same"
"open",136,5244736380,0,5294404031,2805394020,124366120,73052162,4555502,0,1646307,0,0,0,0,0,0,0,0,0,0,5076491838,0,5037594400,2641897311,101827555,36851334,6518270,0,103873659,0,0,0,0,0,0,0,0,0,0,94,88,"same"
"open",52,53234305841,10780702166,33180269926,20529773655,3541611734,7728744447,0,1120280500,3965920536,23389734338,22905359985,34670620,484374353,46154796203,27674644895,2085825139,0,32619783048,30688991419,47120530797,9190808477,30672345733,18426549255,3069046582,6231186425,0,884877626,3210359118,17646907432,17159332631,6456510,487574801,44364970970,27647371975,2085855139,0,29053051445,26723070883,373,330,"same"
"open",45,2746590949,469851883,3343374085,1332867266,497155413,440206070,343937252,0,-1009685676,1228000764,1167436299,5.9e+07,60564465,49426460385,49373263314,0,0,51855575683,137534477,3101382918,595909668,2728327440,1197632130,373902919,354076561,269191435,0,-203027832,6590145594,6542365423,2e+05,47780171,47330080180,47326370775,0,0,52105380339,137534477,30,30,"change"
"open",145,4093586160,0,4366257339,2799097617,48560220,146688906,142624620,0,-370799865,379716080,363801822,0,15914258,4903673544,4878173544,25500000,0,4895774271,0,4442416360,0,4134914135,2772687225,65492102,155436981,140386347,1006880,216550466,547196936,517592922,0,29604014,4891235936,4869235936,2.2e+07,0,4680017654,0,86,88,"change"
"open",152,3252111902,0,3121026860,1716700830,60409310,106643852,106643637,3542990,81307510,1818668292,1818668292,355815170,0,3707164923,3578563605,0,0,2540119609,0,2986874757,0,2783862483,1527477530,47151898,125204344,113314463,0,124959828,1633938532,1633938532,467903553,0,3767919211,3669497715,10713000,0,2497451647,0,57,50,"same"
"open",88,2350015140,64488661,2194768018,1278552280,1858200,29461424,11261254,2853978,60301259,837787026,816426814,0,21360212,2807975408,2700123623,107851785,0,2234738118,0,2266804320,85236952,928506629,114974350,1996900,23062765,11261254,1201322,1230793552,511745227,510812234,6185000,932993,2799591862,2781740077,17851785,0,1953624037,0,46,46,"same"
"open",176,54140293892,0,45806838278,22707446304,246996963,1756385848,707451720,911707170,5912359559,21079663358,20743704929,0,335958429,46302910399,43696561689,607348710,0,43074406247,4707295451,40190167205,0,32327097903,15979024124,496220620,4585309106,477335528,0,3773980816,19483145443,19223120630,30355690,260024813,41732696764,39156022781,485510000,0,44489254507,4707295451,436,216,"same"
"open",235,54140293892,0,45806838278,22707446304,246996963,1756385848,707451720,911707170,5912359559,21079663358,20743704929,0,335958429,46302910399,43696561689,607348710,0,43074406247,4707295451,40190167205,0,32327097903,15979024124,496220620,4585309106,477335528,0,3773980816,19483145443,19223120630,30355690,260024813,41732696764,39156022781,485510000,0,44489254507,4707295451,436,216,"same"
"open",42,2132680025,0,1821932803,1020400190,37701754,125718230,71284128,5868310,216862436,1373881830,1242813525,408032480,131068305,2431343407,2431343407,0,0,2338658482,0,2183960040,0,1874068177,1082167170,35064070,173081154,67465175,11617740,160257039,1032035263,974161610,220413900,57873653,2441108501,2441108501,0,0,2000962665,0,41,35,"change"
"open",113,2360720230,0,2346809374,1340151587,8248638,4368790,0,14399160,3391544,371336831,361924678,254130052,6651370,1421254762,1385429501,35825261,0,5924427544,0,2268827537,0,2130098036,1347917753,2580639,5075670,0,4783130,131451340,305500940,296830723,163835667,7238240,1489310891,1453485630,35825261,0,5920028795,0,48,57,"change"
"open",179,6184769343,0,0,0,0,0,0,0,6184769343,1794309443,861005182,0,104168463,8255678042,8161076374,75725000,0,4067437917,0,5702739920,0,0,0,0,0,0,0,5702739920,1316884664,680672089,0,50152506,8563380321,8484778653,55725000,0,4207031395,0,84,85,"same"
"open",248,37243828221,0,37743205290,20531625564,363521090,177820236,177820236,0,-313676215,8621573290,8456992137,12758083,164581153,25422281945,25304161945,118120000,0,23161957723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,348,"same"
"open",171,4527727130,229210064,4062514623,2317976211,4243577,97861996,72012606,0,142384024,712469061,712469061,13011300,0,2778867057,2749583177,29283880,0,2058721686,0,2561535500,0,2900042554,1685760876,38495459,80792561,80792561,0,-380804156,579954616,529661216,0,50293400,3048545855,3009261975,39283880,0,2338270063,0,75,73,"same"
"open",24,2080929244,0,1934999794,981257021,74382,23374897,23374897,13272730,109356205,1381782661,1381782661,376200000,0,2599458458,2411553308,0,0,899764399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,"same"
"open",199,5773932624,183132952,5206653606,3343153409,68671924,320309552,235139031,132508438,0,2421399296,2388219836,772840400,33179460,4755613924,4598463841,137272100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,"same"
"open",66,3781154250,256014255,3606557187,2560967195,12161767,331901068,114872746,1490,-401157983,1156094639,1139579982,357330120,16514657,4894589978,4887526728,2067050,0,4970463715,0,4280194700,279414812,3907033589,2748895530,2352355,503323114,116997794,306970,-407531430,1345479066,1316034491,479520380,29444575,4876056563,4873989513,2067050,0,4740156744,0,60,70,"same"
"open",159,3264274401,89372933,2758200772,1453934870,37797050,114924351,114919409,54580780,284992615,1243239139,1239945139,273694014,3294000,6600751122,6573591121,17300000,0,3819669851,0,3226438287,119796676,2725780973,1383393305,54136363,117796027,109110436,15746630,301454344,1136574622,1133404011,233351326,3170611,6287602081,6250442080,17300000,0,3684848908,0,51,59,"same"
"open",35,1518810590,118204492,1280711715,911366820,3794477,110178550,31972079,0,13510310,775498297,772929497,0,2568800,2004575179,1986671179,0,0,1201235216,0,1457439551,133636037,1277730793,867605635,3393629,142357444,31429692,0,-92891094,838833023,833378523,0,5454500,2043379429,2025475429,0,0,1316884502,0,17,17,"same"
"open",90,2087763520,432135239,2110781050,1390194761,546810781,75001142,74707587,0,16656870,186371126,182703426,81114370,3667700,4094109219,4044601812,20526000,0,2806875547,0,2082823410,439994585,2075859053,1128739092,420095749,74728454,72197153,0,-87662933,200399607,191317816,76675870,9081791,3024677372,2968106605,20526000,0,2847817813,0,36,35,"change"
"open",119,9618708606,0,9751211297,4979714120,813200615,554343170,27044684,21939910,104414844,3764172329,3597631735,31388570,166540594,6189315775,4821054907,219444548,0,4946246170,0,8840289240,0,8680638925,4662576960,725834415,562351533,23803837,52706310,270426887,3496539556,3311448540,0,185091016,5823203796,4794284016,62004548,0,4416916262,0,NA,NA,NA
"open",158,3514459789,162262494,3098506803,1831216841,28748506,183196506,175303986,392260,98850232,0,0,0,0,0,0,0,0,0,0,3583999266,128352837,3230087698,2122326830,43540431,250066517,250066517,0,19032645,0,0,0,0,0,0,0,0,0,0,53,49,"change"
"open",70,3657338598,718076427,2539863259,1612448900,194159398,227973074,227973074,63509580,302075656,0,0,0,0,0,0,0,0,0,0,3495675328,712595210,2456135799,1588225556,151302659,196453926,196453926,40018800,241774252,0,0,0,0,0,0,0,0,0,0,63,63,"change"
"open",0,663950938,3479105,680570092,443978109,68479716,47446193,42074250,0,935264,0,0,0,0,0,0,0,0,0,0,829777705,2876907,864945762,507810157,118965266,47415526,44221426,0,33504776,0,0,0,0,0,0,0,0,0,0,21,23,"same"
"open",86,8116129722,1657442718,7446936590,4623183024,48805311,294028925,249199824,0,-1233473200,1531730901,1355211020,636264700,176519881,13065414961,13008314961,57100000,0,6459588502,0,8994018162,1874741866,6486465242,4121392242,5361596,317285814,304566183,44107871,276778965,1046028494,896189787,493064870,149838707,13308936492,13251836492,57100000,0,6951363325,0,101,104,"change"
"close",200,2375763729,804817755,3662180148,2668110471,2955084,395031513,159655690,0,-2483310603,751584827,608995435,405467387,142589392,15837101185,15516352585,320748600,0,12155377425,6916619190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,114,"change"
"open",151,19104820990,945492862,18675900235,10010503400,344177653,328031203,255598097,0,-500425657,1997003874,1930176016,320000,66827858,12546610740,10365227387,342502540,0,11437426127,-377394803,15562522026,1008567855,15671502435,9224459536,57540026,337076956,200844446,0,-1397085194,4128671633,4054023263,2113322,74648370,15032043680,12804183840,38800000,0,13803428675,1873703348,180,178,"same"
"open",306,1e+11,26470229895,64274131751,43025362200,6959476115,8294443997,164053669,776907730,7475426881,30642574399,29784478808,108665091,858095591,77769839994,77116140914,182000,0,67843851961,491500000,92203745905,23272207743,58121071182,38833018020,4035894971,8826977467,36040928,1191115581,4828268903,40618083893,39665497585,210915076,952586308,41597326845,40241227765,182000,0,49122275187,491500000,807,583,"same"
"open",109,4303269676,242387555,3455912256,2228913651,3840153,267823039,86869777,0,340986979,450895753,444423450,377584844,6472303,7470235874,7323860279,54716400,0,4942361541,0,3919676297,195045229,3214298829,1983767861,1173653,303340022,152320714,0,208165870,249324385,237811243,228631015,11513142,7451033173,7316857578,42516400,0,5062574451,0,75,70,"same"
"open",367,12079632494,530924107,9521440239,5691328301,49773739,1151423562,202882821,446810960,478807365,3424591368,3366408329,2508609870,58183039,14216664480,14093598880,105525000,0,8097221438,0,10868452742,565037054,8828639762,5327680229,59729148,497854096,190412606,0,1036650978,3312727134,3280679270,1781292936,32047864,12943790616,12861362016,62050000,0,7191290705,0,180,180,"same"
"open",0,5500472070,0,4883855221,2653679792,62681034,383181194,53451647,50422230,245694459,3772364440,3757177637,1031964159,15186803,5289836320,5287754486,0,0,4478687046,0,5555753230,0,4936088996,2618681318,66944448,388492064,54236956,51476312,246640306,2997165349,2980012963,757131729,17152386,5285997256,5282916622,0,0,3945343350,0,62,66,"same"
"open",214,7614696536,415347464,5903119133,3467861240,42098974,743942102,187576102,0,594386811,2776602883,2769516492,1797116421,7086391,11912655024,11718677096,119856720,0,8715369364,1406028413,7068815899,405785462,6755147227,3768952036,90318167,209007822,196659822,51608640,-262415085,2550561757,2542336059,1962693462,8225698,12252711105,12104657177,76856720,0,9423771130,811641602,193,141,"same"
"close",NA,6717143911,8.2e+09,0,0,186359,139851326,129697525,0,-1622521056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,79,"same"
"close",NA,0,0,54794278,7500000,121022160,137980960,137980960,0,-71753078,3867238248,3867238248,1132312345,0,5569635921,5419755881,67957340,0,6249466168,0,3132197950,2971193475,352979282,147940000,173212032,133064432,107972617,0,-151827207,4074622358,4069797048,1132312345,4825310,5554635921,5419755881,52957340,0,6370097200,0,NA,NA,NA
"close",180,2116892231,268174808,3286244912,2231944446,123665065,536691924,514368798,0,-1850554348,4929369598,4910840268,28347340,18529330,11966238035,4441451040,0,73742310,580426781,0,4096871954,486198455,4750651137,2896997425,10545075,1600242592,746156653,0,-2729675155,5896047068,5840525701,25260340,55521367,11976327035,4441451040,0,65242310,639233573,0,100,NA,NA
"open",NA,1340971077,810845020,504340856,131897772,2264007,73558495,73558495,0,-45509287,662417593,619780119,15459630,42637474,10246798352,10119677852,86930500,0,5418547455,6269440000,1499011900,832801494,525461395,133338016,4301929,94393907,94355280,0,50657033,496961276,452686749,15455340,44274527,10388216970,10261096470,86930500,0,5349000469,6269440000,15,15,"same"
